"","Reporter.Country.Code","Partner.Country.Code"
"946",41,171
"947",41,173
"948",41,174
"949",41,117
"950",41,146
"951",41,183
"952",41,186
"953",41,196
"954",41,200
"955",41,198
"956",41,202
"957",41,203
"958",41,38
"959",41,210
"960",41,211
"961",41,216
"962",41,217
"963",41,220
"964",41,222
"965",41,223
"966",41,226
"967",41,229
"968",41,231
"969",41,234
"970",41,236
"971",41,181
"972",214,4
"973",214,9
"974",214,10
"975",214,11
"976",214,14
"977",214,15
"978",214,23
"979",214,53
"980",214,19
"981",214,21
"982",214,33
"983",214,40
"984",214,96
"985",214,128
"986",214,41
"987",214,44
"988",214,48
"989",214,50
"990",214,167
"991",214,54
"992",214,58
"993",214,59
"994",214,60
"995",214,67
"996",214,68
"997",214,79
"998",214,84
"999",214,89
"1000",214,90
"1001",214,95
"1002",214,100
"1003",214,101
"1004",214,104
"1005",214,106
"1006",214,110
"1007",214,112
"1008",214,114
"1009",214,118
"1010",214,126
"1011",214,129
"1012",214,131
"1013",214,137
"1014",214,143
"1015",214,150
"1016",214,156
"1017",214,157
"1018",214,162
"1019",214,221
"1020",214,165
"1021",214,166
"1022",214,168
"1023",214,169
"1024",214,170
"1025",214,171
"1026",214,174
"1027",214,117
"1028",214,196
"1029",214,200
"1030",214,198
"1031",214,202
"1032",214,203
"1033",214,38
"1034",214,210
"1035",214,211
"1036",214,216
"1037",214,220
"1038",214,222
"1039",214,223
"1040",214,229
"1041",214,231
"1042",214,234
"1043",214,236
"1044",214,181
"1045",44,3
"1046",44,4
"1047",44,9
"1048",44,10
"1049",44,11
"1050",44,14
"1051",44,15
"1052",44,19
"1053",44,21
"1054",44,233
"1055",44,32
"1056",44,33
"1057",44,40
"1058",44,96
"1059",44,41
"1060",44,214
"1061",44,48
"1062",44,98
"1063",44,167
"1064",44,54
"1065",44,58
"1066",44,59
"1067",44,60
"1068",44,67
"1069",44,68
"1070",44,79
"1071",44,84
"1072",44,89
"1073",44,95
"1074",44,97
"1075",44,99
"1076",44,100
"1077",44,104
"1078",44,106
"1079",44,110
"1080",44,112
"1081",44,118
"1082",44,126
"1083",44,129
"1084",44,131
"1085",44,137
"1086",44,143
"1087",44,150
"1088",44,156
"1089",44,157
"1090",44,162
"1091",44,221
"1092",44,165
"1093",44,166
"1094",44,169
"1095",44,170
"1096",44,173
"1097",44,174
"1098",44,117
"1099",44,183
"1100",44,200
"1101",44,198
"1102",44,202
"1103",44,203
"1104",44,38
"1105",44,210
"1106",44,211
"1107",44,216
"1108",44,217
"1109",44,220
"1110",44,223
"1111",44,229
"1112",44,231
"1113",44,234
"1114",44,236
"1115",45,45
"1116",45,68
"1117",45,79
"1118",45,110
"1119",45,129
"1120",45,137
"1121",45,150
"1122",45,221
"1123",45,200
"1124",45,202
"1125",45,222
"1126",45,229
"1127",45,231
"1128",48,3
"1129",48,9
"1130",48,10
"1131",48,11
"1132",48,14
"1133",48,15
"1134",48,23
"1135",48,21
"1136",48,33
"1137",48,40
"1138",48,96
"1139",48,41
"1140",48,214
"1141",48,44
"1142",48,98
"1143",48,50
"1144",48,167
"1145",48,54
"1146",48,58
"1147",48,59
"1148",48,60
"1149",48,67
"1150",48,68
"1151",48,79
"1152",48,84
"1153",48,89
"1154",48,95
"1155",48,97
"1156",48,99
"1157",48,100
"1158",48,101
"1159",48,104
"1160",48,106
"1161",48,110
"1162",48,112
"1163",48,118
"1164",48,126
"1165",48,131
"1166",48,143
"1167",48,150
"1168",48,156
"1169",48,157
"1170",48,162
"1171",48,221
"1172",48,166
"1173",48,170
"1174",48,171
"1175",48,173
"1176",48,174
"1177",48,117
"1178",48,183
"1179",48,200
"1180",48,202
"1181",48,203
"1182",48,210
"1183",48,211
"1184",48,220
"1185",48,223
"1186",48,229
"1187",48,231
"1188",48,236
"1189",98,3
"1190",98,4
"1191",98,9
"1192",98,10
"1193",98,11
"1194",98,15
"1195",98,21
"1196",98,33
"1197",98,40
"1198",98,41
"1199",98,214
"1200",98,167
"1201",98,54
"1202",98,59
"1203",98,67
"1204",98,68
"1205",98,79
"1206",98,84
"1207",98,90
"1208",98,97
"1209",98,100
"1210",98,106
"1211",98,110
"1212",98,112
"1213",98,126
"1214",98,143
"1215",98,150
"1216",98,156
"1217",98,158
"1218",98,162
"1219",98,166
"1220",98,170
"1221",98,173
"1222",98,174
"1223",98,146
"1224",98,183
"1225",98,184
"1226",98,200
"1227",98,198
"1228",98,203
"1229",98,210
"1230",98,211
"1231",98,222
"1232",98,223
"1233",98,229
"1234",98,231
"1235",50,3
"1236",50,4
"1237",50,10
"1238",50,11
"1239",50,15
"1240",50,33
"1241",50,37
"1242",50,96
"1243",50,41
"1244",50,214
"1245",50,44
"1246",50,98
"1247",50,167
"1248",50,54
"1249",50,59
"1250",50,67
"1251",50,68
"1252",50,79
"1253",50,84
"1254",50,97
"1255",50,99
"1256",50,100
"1257",50,101
"1258",50,104
"1259",50,106
"1260",50,110
"1261",50,112
"1262",50,114
"1263",50,118
"1264",50,126
"1265",50,131
"1266",50,143
"1267",50,150
"1268",50,156
"1269",50,162
"1270",50,221
"1271",50,165
"1272",50,166
"1273",50,171
"1274",50,173
"1275",50,174
"1276",50,146
"1277",50,183
"1278",50,186
"1279",50,200
"1280",50,198
"1281",50,202
"1282",50,203
"1283",50,38
"1284",50,210
"1285",50,211
"1286",50,222
"1287",50,223
"1288",50,226
"1289",50,229
"1290",50,231
"1291",50,236
"1292",50,181
"1293",167,3
"1294",167,4
"1295",167,9
"1296",167,10
"1297",167,11
"1298",167,15
"1299",167,23
"1300",167,21
"1301",167,33
"1302",167,40
"1303",167,96
"1304",167,128
"1305",167,41
"1306",167,214
"1307",167,44
"1308",167,48
"1309",167,98
"1310",167,50
"1311",167,167
"1312",167,54
"1313",167,58
"1314",167,59
"1315",167,60
"1316",167,67
"1317",167,68
"1318",167,79
"1319",167,84
"1320",167,90
"1321",167,97
"1322",167,99
"1323",167,100
"1324",167,101
"1325",167,104
"1326",167,106
"1327",167,110
"1328",167,118
"1329",167,126
"1330",167,129
"1331",167,131
"1332",167,137
"1333",167,143
"1334",167,150
"1335",167,156
"1336",167,162
"1337",167,165
"1338",167,170
"1339",167,171
"1340",167,173
"1341",167,174
"1342",167,117
"1343",167,146
"1344",167,183
"1345",167,186
"1346",167,196
"1347",167,200
"1348",167,198
"1349",167,203
"1350",167,210
"1351",167,211
"1352",167,216
"1353",167,217
"1354",167,222
"1355",167,223
"1356",167,229
"1357",167,231
"1358",167,234
"1359",167,236
"1360",167,181
"1361",54,3
"1362",54,4
"1363",54,9
"1364",54,10
"1365",54,11
"1366",54,14
"1367",54,15
"1368",54,23
"1369",54,53
"1370",54,19
"1371",54,20
"1372",54,21
"1373",54,233
"1374",54,32
"1375",54,33
"1376",54,37
"1377",54,40
"1378",54,96
"1379",54,128
"1380",54,41
"1381",54,214
"1382",54,44
"1383",54,45
"1384",54,48
"1385",54,98
"1386",54,50
"1387",54,167
"1388",54,58
"1389",54,59
"1390",54,60
"1391",54,64
"1392",54,67
"1393",54,68
"1394",54,79
"1395",54,84
"1396",54,89
"1397",54,90
"1398",54,95
"1399",54,97
"1400",54,99
"1401",54,100
"1402",54,101
"1403",54,104
"1404",54,106
"1405",54,110
"1406",54,112
"1407",54,114
"1408",54,118
"1409",54,126
"1410",54,129
"1411",54,131
"1412",54,133
"1413",54,137
"1414",54,143
"1415",54,150
"1416",54,156
"1417",54,157
"1418",54,158
"1419",54,162
"1420",54,221
"1421",54,165
"1422",54,166
"1423",54,168
"1424",54,169
"1425",54,170
"1426",54,171
"1427",54,173
"1428",54,174
"1429",54,117
"1430",54,146
"1431",54,183
"1432",54,184
"1433",54,186
"1434",54,196
"1435",54,200
"1436",54,198
"1437",54,202
"1438",54,203
"1439",54,38
"1440",54,210
"1441",54,211
"1442",54,216
"1443",54,217
"1444",54,220
"1445",54,222
"1446",54,223
"1447",54,226
"1448",54,229
"1449",54,231
"1450",54,234
"1451",54,236
"1452",54,181
"1453",58,3
"1454",58,9
"1455",58,10
"1456",58,11
"1457",58,14
"1458",58,15
"1459",58,23
"1460",58,19
"1461",58,21
"1462",58,32
"1463",58,33
"1464",58,40
"1465",58,96
"1466",58,41
"1467",58,214
"1468",58,44
"1469",58,48
"1470",58,98
"1471",58,167
"1472",58,54
"1473",58,59
"1474",58,60
"1475",58,67
"1476",58,68
"1477",58,79
"1478",58,84
"1479",58,89
"1480",58,95
"1481",58,97
"1482",58,99
"1483",58,101
"1484",58,104
"1485",58,106
"1486",58,110
"1487",58,112
"1488",58,114
"1489",58,118
"1490",58,126
"1491",58,131
"1492",58,143
"1493",58,150
"1494",58,156
"1495",58,157
"1496",58,162
"1497",58,166
"1498",58,169
"1499",58,170
"1500",58,171
"1501",58,173
"1502",58,174
"1503",58,117
"1504",58,146
"1505",58,183
"1506",58,186
"1507",58,200
"1508",58,198
"1509",58,202
"1510",58,203
"1511",58,38
"1512",58,210
"1513",58,211
"1514",58,216
"1515",58,220
"1516",58,222
"1517",58,223
"1518",58,226
"1519",58,229
"1520",58,231
"1521",58,234
"1522",58,236
"1523",59,3
"1524",59,4
"1525",59,9
"1526",59,10
"1527",59,11
"1528",59,15
"1529",59,53
"1530",59,21
"1531",59,32
"1532",59,33
"1533",59,96
"1534",59,41
"1535",59,214
"1536",59,44
"1537",59,98
"1538",59,50
"1539",59,167
"1540",59,54
"1541",59,67
"1542",59,68
"1543",59,84
"1544",59,89
"1545",59,90
"1546",59,97
"1547",59,100
"1548",59,101
"1549",59,104
"1550",59,106
"1551",59,110
"1552",59,112
"1553",59,114
"1554",59,118
"1555",59,126
"1556",59,131
"1557",59,143
"1558",59,150
"1559",59,156
"1560",59,157
"1561",59,162
"1562",59,221
"1563",59,165
"1564",59,166
"1565",59,169
"1566",59,171
"1567",59,173
"1568",59,174
"1569",59,117
"1570",59,146
"1571",59,183
"1572",59,184
"1573",59,186
"1574",59,200
"1575",59,198
"1576",59,202
"1577",59,203
"1578",59,38
"1579",59,210
"1580",59,211
"1581",59,216
"1582",59,222
"1583",59,223
"1584",59,226
"1585",59,229
"1586",59,231
"1587",59,234
"1588",59,236
"1589",60,11
"1590",60,15
"1591",60,33
"1592",60,40
"1593",60,96
"1594",60,41
"1595",60,48
"1596",60,54
"1597",60,58
"1598",60,67
"1599",60,68
"1600",60,79
"1601",60,89
"1602",60,95
"1603",60,100
"1604",60,101
"1605",60,106
"1606",60,110
"1607",60,150
"1608",60,157
"1609",60,166
"1610",60,170
"1611",60,173
"1612",60,174
"1613",60,117
"1614",60,203
"1615",60,210
"1616",60,211
"1617",60,216
"1618",60,229
"1619",60,231
"1620",60,236
"1621",64,54
"1622",64,79
"1623",64,99
"1624",64,104
"1625",64,150
"1626",64,162
"1627",64,203
"1628",64,229
"1629",67,9
"1630",67,10
"1631",67,11
"1632",67,14
"1633",67,15
"1634",67,53
"1635",67,21
"1636",67,33
"1637",67,40
"1638",67,96
"1639",67,41
"1640",67,214
"1641",67,44
"1642",67,48
"1643",67,98
"1644",67,50
"1645",67,167
"1646",67,54
"1647",67,58
"1648",67,59
"1649",67,60
"1650",67,64
"1651",67,68
"1652",67,79
"1653",67,84
"1654",67,89
"1655",67,95
"1656",67,97
"1657",67,99
"1658",67,100
"1659",67,101
"1660",67,104
"1661",67,106
"1662",67,110
"1663",67,112
"1664",67,118
"1665",67,126
"1666",67,131
"1667",67,137
"1668",67,143
"1669",67,150
"1670",67,156
"1671",67,157
"1672",67,162
"1673",67,221
"1674",67,165
"1675",67,166
"1676",67,169
"1677",67,170
"1678",67,171
"1679",67,173
"1680",67,174
"1681",67,117
"1682",67,146
"1683",67,183
"1684",67,200
"1685",67,198
"1686",67,202
"1687",67,203
"1688",67,38
"1689",67,210
"1690",67,211
"1691",67,216
"1692",67,222
"1693",67,223
"1694",67,226
"1695",67,229
"1696",67,231
"1697",67,234
"1698",67,236
"1699",68,3
"1700",68,4
"1701",68,9
"1702",68,10
"1703",68,11
"1704",68,14
"1705",68,15
"1706",68,23
"1707",68,53
"1708",68,19
"1709",68,20
"1710",68,21
"1711",68,233
"1712",68,32
"1713",68,33
"1714",68,37
"1715",68,40
"1716",68,96
"1717",68,128
"1718",68,41
"1719",68,214
"1720",68,44
"1721",68,45
"1722",68,48
"1723",68,98
"1724",68,50
"1725",68,167
"1726",68,54
"1727",68,58
"1728",68,59
"1729",68,60
"1730",68,64
"1731",68,67
"1732",68,79
"1733",68,84
"1734",68,89
"1735",68,90
"1736",68,95
"1737",68,97
"1738",68,99
"1739",68,100
"1740",68,101
"1741",68,104
"1742",68,106
"1743",68,110
"1744",68,112
"1745",68,114
"1746",68,118
"1747",68,126
"1748",68,129
"1749",68,131
"1750",68,133
"1751",68,137
"1752",68,143
"1753",68,150
"1754",68,156
"1755",68,157
"1756",68,158
"1757",68,162
"1758",68,221
"1759",68,165
"1760",68,166
"1761",68,168
"1762",68,169
"1763",68,170
"1764",68,171
"1765",68,173
"1766",68,174
"1767",68,117
"1768",68,146
"1769",68,183
"1770",68,184
"1771",68,186
"1772",68,196
"1773",68,200
"1774",68,198
"1775",68,202
"1776",68,203
"1777",68,38
"1778",68,210
"1779",68,211
"1780",68,216
"1781",68,217
"1782",68,220
"1783",68,222
"1784",68,223
"1785",68,226
"1786",68,229
"1787",68,231
"1788",68,234
"1789",68,236
"1790",68,181
"1791",79,3
"1792",79,4
"1793",79,9
"1794",79,10
"1795",79,11
"1796",79,14
"1797",79,15
"1798",79,23
"1799",79,53
"1800",79,19
"1801",79,20
"1802",79,21
"1803",79,233
"1804",79,32
"1805",79,33
"1806",79,37
"1807",79,40
"1808",79,96
"1809",79,128
"1810",79,41
"1811",79,214
"1812",79,44
"1813",79,45
"1814",79,48
"1815",79,98
"1816",79,50
"1817",79,167
"1818",79,54
"1819",79,58
"1820",79,59
"1821",79,60
"1822",79,64
"1823",79,67
"1824",79,68
"1825",79,84
"1826",79,89
"1827",79,90
"1828",79,95
"1829",79,97
"1830",79,99
"1831",79,100
"1832",79,101
"1833",79,104
"1834",79,106
"1835",79,110
"1836",79,112
"1837",79,114
"1838",79,118
"1839",79,126
"1840",79,129
"1841",79,131
"1842",79,133
"1843",79,137
"1844",79,143
"1845",79,150
"1846",79,156
"1847",79,157
"1848",79,158
"1849",79,162
"1850",79,221
"1851",79,165
"1852",79,166
"1853",79,168
"1854",79,169
"1855",79,170
"1856",79,171
"1857",79,173
"1858",79,174
"1859",79,117
"1860",79,146
"1861",79,183
"1862",79,184
"1863",79,186
"1864",79,196
"1865",79,200
"1866",79,198
"1867",79,202
"1868",79,203
