"","Reporter.Countries","Partner.Countries"
"2412","Hungary","Romania"
"2413","Hungary","Saudi Arabia"
"2414","Hungary","Senegal"
"2415","Hungary","Singapore"
"2416","Hungary","Spain"
"2417","Hungary","Sweden"
"2418","Hungary","Switzerland"
"2419","Hungary","Syrian Arab Republic"
"2420","Hungary","Thailand"
"2421","Hungary","Togo"
"2422","Hungary","Turkey"
"2423","Hungary","United Arab Emirates"
"2424","Hungary","United Kingdom"
"2425","Hungary","United States of America"
"2426","Hungary","Unspecified Area"
"2427","Hungary","USSR"
"2428","Hungary","Viet Nam"
"2429","Hungary","Yugoslav SFR"
"2430","Iceland","Australia"
"2431","Iceland","Austria"
"2432","Iceland","Belgium-Luxembourg"
"2433","Iceland","Canada"
"2434","Iceland","Chile"
"2435","Iceland","China, Taiwan Province of"
"2436","Iceland","Czechoslovakia"
"2437","Iceland","Denmark"
"2438","Iceland","Faroe Islands"
"2439","Iceland","Finland"
"2440","Iceland","France"
"2441","Iceland","Greece"
"2442","Iceland","Greenland"
"2443","Iceland","Ireland"
"2444","Iceland","Japan"
"2445","Iceland","Kuwait"
"2446","Iceland","Netherlands"
"2447","Iceland","Norway"
"2448","Iceland","Saudi Arabia"
"2449","Iceland","Spain"
"2450","Iceland","Sweden"
"2451","Iceland","Switzerland"
"2452","Iceland","United Kingdom"
"2453","Iceland","United States of America"
"2454","India","Afghanistan"
"2455","India","Albania"
"2456","India","Algeria"
"2457","India","Argentina"
"2458","India","Australia"
"2459","India","Austria"
"2460","India","Bahamas"
"2461","India","Bahrain"
"2462","India","Bangladesh"
"2463","India","Barbados"
"2464","India","Belgium-Luxembourg"
"2465","India","Benin"
"2466","India","Bolivia (Plurinational State of)"
"2467","India","Brazil"
"2468","India","Bulgaria"
"2469","India","Cameroon"
"2470","India","Canada"
"2471","India","Central African Republic"
"2472","India","Chile"
"2473","India","China, Hong Kong SAR"
"2474","India","China, mainland"
"2475","India","China, Taiwan Province of"
"2476","India","Comoros"
"2477","India","Congo"
"2478","India","Costa Rica"
"2479","India","Côte d'Ivoire"
"2480","India","Cuba"
"2481","India","Cyprus"
"2482","India","Czechoslovakia"
"2483","India","Democratic People's Republic of Korea"
"2484","India","Democratic Republic of the Congo"
"2485","India","Denmark"
"2486","India","Djibouti"
"2487","India","Ecuador"
"2488","India","Egypt"
"2489","India","El Salvador"
"2490","India","Eswatini"
"2491","India","Ethiopia PDR"
"2492","India","Fiji"
"2493","India","Finland"
"2494","India","France"
"2495","India","Gabon"
"2496","India","Ghana"
"2497","India","Greece"
"2498","India","Guyana"
"2499","India","Haiti"
"2500","India","Hungary"
"2501","India","Indonesia"
"2502","India","Iran (Islamic Republic of)"
"2503","India","Iraq"
"2504","India","Ireland"
"2505","India","Israel"
"2506","India","Italy"
"2507","India","Jamaica"
"2508","India","Japan"
"2509","India","Jordan"
"2510","India","Kenya"
"2511","India","Kuwait"
"2512","India","Lebanon"
"2513","India","Liberia"
"2514","India","Libya"
"2515","India","Malawi"
"2516","India","Malaysia"
"2517","India","Maldives"
"2518","India","Mali"
"2519","India","Malta"
"2520","India","Martinique"
"2521","India","Mauritius"
"2522","India","Mexico"
"2523","India","Mongolia"
"2524","India","Morocco"
"2525","India","Mozambique"
"2526","India","Namibia"
"2527","India","Nepal"
"2528","India","Netherlands"
"2529","India","New Zealand"
"2530","India","Nicaragua"
"2531","India","Nigeria"
"2532","India","Norway"
"2533","India","Oman"
"2534","India","Pakistan"
"2535","India","Panama"
"2536","India","Papua New Guinea"
"2537","India","Paraguay"
"2538","India","Peru"
"2539","India","Philippines"
"2540","India","Poland"
"2541","India","Portugal"
"2542","India","Qatar"
"2543","India","Republic of Korea"
"2544","India","Réunion"
"2545","India","Romania"
"2546","India","Saudi Arabia"
"2547","India","Senegal"
"2548","India","Seychelles"
"2549","India","Sierra Leone"
"2550","India","Singapore"
"2551","India","Solomon Islands"
"2552","India","Somalia"
"2553","India","Spain"
"2554","India","Sri Lanka"
"2555","India","Sudan (former)"
"2556","India","Sweden"
"2557","India","Switzerland"
"2558","India","Syrian Arab Republic"
"2559","India","Thailand"
"2560","India","Trinidad and Tobago"
"2561","India","Tunisia"
"2562","India","Turkey"
"2563","India","Uganda"
"2564","India","United Arab Emirates"
"2565","India","United Kingdom"
"2566","India","United Republic of Tanzania"
"2567","India","United States of America"
"2568","India","Uruguay"
"2569","India","USSR"
"2570","India","Venezuela (Bolivarian Republic of)"
"2571","India","Yugoslav SFR"
"2572","India","Zambia"
"2573","Indonesia","Algeria"
"2574","Indonesia","Argentina"
"2575","Indonesia","Australia"
"2576","Indonesia","Austria"
"2577","Indonesia","Bahrain"
"2578","Indonesia","Bangladesh"
"2579","Indonesia","Belgium-Luxembourg"
"2580","Indonesia","Brazil"
"2581","Indonesia","Brunei Darussalam"
"2582","Indonesia","Bulgaria"
"2583","Indonesia","Cameroon"
"2584","Indonesia","Canada"
"2585","Indonesia","Chile"
"2586","Indonesia","China, Hong Kong SAR"
"2587","Indonesia","China, mainland"
"2588","Indonesia","China, Taiwan Province of"
"2589","Indonesia","Côte d'Ivoire"
"2590","Indonesia","Czechoslovakia"
"2591","Indonesia","Democratic People's Republic of Korea"
"2592","Indonesia","Denmark"
"2593","Indonesia","Ecuador"
"2594","Indonesia","Egypt"
"2595","Indonesia","Finland"
"2596","Indonesia","France"
"2597","Indonesia","Greece"
"2598","Indonesia","Hungary"
"2599","Indonesia","India"
"2600","Indonesia","Iran (Islamic Republic of)"
"2601","Indonesia","Iraq"
"2602","Indonesia","Ireland"
"2603","Indonesia","Italy"
"2604","Indonesia","Japan"
"2605","Indonesia","Jordan"
"2606","Indonesia","Kenya"
"2607","Indonesia","Lebanon"
"2608","Indonesia","Malaysia"
"2609","Indonesia","Mauritania"
"2610","Indonesia","Mexico"
"2611","Indonesia","Morocco"
"2612","Indonesia","Mozambique"
"2613","Indonesia","Myanmar"
"2614","Indonesia","Netherlands"
"2615","Indonesia","New Zealand"
"2616","Indonesia","Nigeria"
"2617","Indonesia","Norway"
"2618","Indonesia","Pakistan"
"2619","Indonesia","Philippines"
"2620","Indonesia","Poland"
"2621","Indonesia","Portugal"
"2622","Indonesia","Qatar"
"2623","Indonesia","Republic of Korea"
"2624","Indonesia","Romania"
"2625","Indonesia","Saudi Arabia"
"2626","Indonesia","Senegal"
"2627","Indonesia","Sierra Leone"
"2628","Indonesia","Singapore"
"2629","Indonesia","South Africa"
"2630","Indonesia","Spain"
"2631","Indonesia","Sri Lanka"
"2632","Indonesia","Sudan (former)"
"2633","Indonesia","Suriname"
"2634","Indonesia","Sweden"
"2635","Indonesia","Switzerland"
"2636","Indonesia","Syrian Arab Republic"
"2637","Indonesia","Thailand"
"2638","Indonesia","Tunisia"
"2639","Indonesia","Turkey"
"2640","Indonesia","United Arab Emirates"
"2641","Indonesia","United Kingdom"
"2642","Indonesia","United States of America"
"2643","Indonesia","Unspecified Area"
"2644","Indonesia","USSR"
"2645","Indonesia","Venezuela (Bolivarian Republic of)"
"2646","Indonesia","Viet Nam"
"2647","Indonesia","Yugoslav SFR"
"2648","Ireland","Afghanistan"
"2649","Ireland","Algeria"
"2650","Ireland","Andorra"
"2651","Ireland","Angola"
"2652","Ireland","Antigua and Barbuda"
"2653","Ireland","Argentina"
"2654","Ireland","Australia"
"2655","Ireland","Austria"
"2656","Ireland","Bahamas"
"2657","Ireland","Bahrain"
"2658","Ireland","Bangladesh"
"2659","Ireland","Barbados"
"2660","Ireland","Belgium-Luxembourg"
"2661","Ireland","Belize"
"2662","Ireland","Benin"
"2663","Ireland","Bermuda"
"2664","Ireland","Bolivia (Plurinational State of)"
"2665","Ireland","Botswana"
"2666","Ireland","Brazil"
"2667","Ireland","Brunei Darussalam"
"2668","Ireland","Bulgaria"
"2669","Ireland","Burkina Faso"
"2670","Ireland","Burundi"
"2671","Ireland","Cabo Verde"
"2672","Ireland","Cameroon"
"2673","Ireland","Canada"
"2674","Ireland","Cayman Islands"
"2675","Ireland","Central African Republic"
"2676","Ireland","Chad"
"2677","Ireland","Chile"
"2678","Ireland","China, Hong Kong SAR"
"2679","Ireland","China, Macao SAR"
"2680","Ireland","China, mainland"
"2681","Ireland","China, Taiwan Province of"
"2682","Ireland","Colombia"
"2683","Ireland","Comoros"
"2684","Ireland","Congo"
"2685","Ireland","Costa Rica"
"2686","Ireland","Côte d'Ivoire"
"2687","Ireland","Cuba"
"2688","Ireland","Cyprus"
"2689","Ireland","Czechoslovakia"
"2690","Ireland","Democratic Republic of the Congo"
"2691","Ireland","Denmark"
"2692","Ireland","Djibouti"
"2693","Ireland","Dominica"
"2694","Ireland","Dominican Republic"
"2695","Ireland","Ecuador"
"2696","Ireland","Egypt"
"2697","Ireland","El Salvador"
"2698","Ireland","Equatorial Guinea"
"2699","Ireland","Ethiopia PDR"
"2700","Ireland","Faroe Islands"
"2701","Ireland","Fiji"
"2702","Ireland","Finland"
"2703","Ireland","France"
"2704","Ireland","French Guiana"
"2705","Ireland","French Polynesia"
"2706","Ireland","Gabon"
"2707","Ireland","Gambia"
"2708","Ireland","Ghana"
"2709","Ireland","Gibraltar"
"2710","Ireland","Greece"
"2711","Ireland","Grenada"
"2712","Ireland","Guadeloupe"
"2713","Ireland","Guatemala"
"2714","Ireland","Guinea"
"2715","Ireland","Haiti"
"2716","Ireland","Honduras"
"2717","Ireland","Hungary"
"2718","Ireland","Iceland"
"2719","Ireland","India"
"2720","Ireland","Indonesia"
"2721","Ireland","Iran (Islamic Republic of)"
"2722","Ireland","Iraq"
"2723","Ireland","Israel"
"2724","Ireland","Italy"
"2725","Ireland","Jamaica"
"2726","Ireland","Japan"
"2727","Ireland","Jordan"
"2728","Ireland","Kenya"
"2729","Ireland","Kuwait"
"2730","Ireland","Lebanon"
"2731","Ireland","Liberia"
"2732","Ireland","Libya"
"2733","Ireland","Madagascar"
"2734","Ireland","Malawi"
"2735","Ireland","Malaysia"
"2736","Ireland","Mali"
"2737","Ireland","Malta"
"2738","Ireland","Martinique"
"2739","Ireland","Mauritania"
"2740","Ireland","Mauritius"
"2741","Ireland","Mexico"
"2742","Ireland","Morocco"
"2743","Ireland","Nepal"
"2744","Ireland","Netherlands"
"2745","Ireland","Netherlands Antilles (former)"
"2746","Ireland","New Caledonia"
"2747","Ireland","New Zealand"
"2748","Ireland","Nicaragua"
"2749","Ireland","Niger"
"2750","Ireland","Nigeria"
"2751","Ireland","Norway"
"2752","Ireland","Oman"
"2753","Ireland","Pakistan"
"2754","Ireland","Panama"
"2755","Ireland","Papua New Guinea"
"2756","Ireland","Paraguay"
"2757","Ireland","Peru"
"2758","Ireland","Philippines"
"2759","Ireland","Poland"
"2760","Ireland","Portugal"
"2761","Ireland","Qatar"
"2762","Ireland","Republic of Korea"
"2763","Ireland","Réunion"
"2764","Ireland","Romania"
"2765","Ireland","Rwanda"
"2766","Ireland","Saint Lucia"
"2767","Ireland","Saint Pierre and Miquelon"
"2768","Ireland","Saint Vincent and the Grenadines"
"2769","Ireland","Saudi Arabia"
"2770","Ireland","Senegal"
"2771","Ireland","Seychelles"
"2772","Ireland","Sierra Leone"
"2773","Ireland","Singapore"
"2774","Ireland","Somalia"
"2775","Ireland","South Africa"
"2776","Ireland","Spain"
"2777","Ireland","Sri Lanka"
"2778","Ireland","Sudan (former)"
"2779","Ireland","Suriname"
"2780","Ireland","Sweden"
"2781","Ireland","Switzerland"
"2782","Ireland","Syrian Arab Republic"
"2783","Ireland","Thailand"
"2784","Ireland","Togo"
"2785","Ireland","Trinidad and Tobago"
"2786","Ireland","Tunisia"
"2787","Ireland","Turkey"
"2788","Ireland","Uganda"
"2789","Ireland","United Arab Emirates"
"2790","Ireland","United Kingdom"
"2791","Ireland","United Republic of Tanzania"
"2792","Ireland","United States of America"
"2793","Ireland","United States Virgin Islands"
"2794","Ireland","Unspecified Area"
"2795","Ireland","Uruguay"
"2796","Ireland","USSR"
"2797","Ireland","Vanuatu"
"2798","Ireland","Venezuela (Bolivarian Republic of)"
"2799","Ireland","Yugoslav SFR"
"2800","Ireland","Zambia"
"2801","Ireland","Zimbabwe"
"2802","Israel","Argentina"
"2803","Israel","Australia"
"2804","Israel","Austria"
"2805","Israel","Belgium-Luxembourg"
"2806","Israel","Brazil"
"2807","Israel","Bulgaria"
"2808","Israel","Cameroon"
"2809","Israel","Canada"
"2810","Israel","China, Hong Kong SAR"
"2811","Israel","China, Taiwan Province of"
"2812","Israel","Côte d'Ivoire"
"2813","Israel","Cyprus"
"2814","Israel","Czechoslovakia"
"2815","Israel","Denmark"
"2816","Israel","Egypt"
"2817","Israel","Finland"
"2818","Israel","France"
"2819","Israel","Greece"
"2820","Israel","Hungary"
"2821","Israel","Ireland"
"2822","Israel","Italy"
"2823","Israel","Japan"
"2824","Israel","Kenya"
"2825","Israel","Netherlands"
"2826","Israel","New Zealand"
"2827","Israel","Nigeria"
"2828","Israel","Norway"
"2829","Israel","Panama"
"2830","Israel","Philippines"
"2831","Israel","Poland"
"2832","Israel","Portugal"
"2833","Israel","Republic of Korea"
"2834","Israel","Réunion"
"2835","Israel","Romania"
"2836","Israel","Singapore"
"2837","Israel","South Africa"
"2838","Israel","Spain"
"2839","Israel","Sweden"
"2840","Israel","Switzerland"
"2841","Israel","Thailand"
"2842","Israel","Turkey"
"2843","Israel","United Kingdom"
"2844","Israel","United States of America"
"2845","Israel","Unspecified Area"
"2846","Israel","Venezuela (Bolivarian Republic of)"
"2847","Israel","Yugoslav SFR"
"2848","Italy","Afghanistan"
"2849","Italy","Albania"
"2850","Italy","Algeria"
"2851","Italy","Andorra"
"2852","Italy","Angola"
"2853","Italy","Antigua and Barbuda"
"2854","Italy","Argentina"
"2855","Italy","Australia"
"2856","Italy","Austria"
"2857","Italy","Bahamas"
"2858","Italy","Bahrain"
"2859","Italy","Bangladesh"
"2860","Italy","Barbados"
"2861","Italy","Belgium-Luxembourg"
"2862","Italy","Benin"
"2863","Italy","Bermuda"
"2864","Italy","Bhutan"
"2865","Italy","Bolivia (Plurinational State of)"
"2866","Italy","Brazil"
"2867","Italy","Brunei Darussalam"
"2868","Italy","Bulgaria"
"2869","Italy","Burkina Faso"
"2870","Italy","Burundi"
"2871","Italy","Cabo Verde"
"2872","Italy","Cambodia"
"2873","Italy","Cameroon"
"2874","Italy","Canada"
"2875","Italy","Cayman Islands"
"2876","Italy","Central African Republic"
"2877","Italy","Chad"
"2878","Italy","Chile"
"2879","Italy","China, Hong Kong SAR"
"2880","Italy","China, mainland"
"2881","Italy","China, Taiwan Province of"
"2882","Italy","Colombia"
"2883","Italy","Comoros"
"2884","Italy","Congo"
"2885","Italy","Costa Rica"
"2886","Italy","Côte d'Ivoire"
"2887","Italy","Cuba"
"2888","Italy","Cyprus"
"2889","Italy","Czechoslovakia"
"2890","Italy","Democratic People's Republic of Korea"
"2891","Italy","Democratic Republic of the Congo"
"2892","Italy","Denmark"
"2893","Italy","Djibouti"
"2894","Italy","Dominica"
"2895","Italy","Dominican Republic"
"2896","Italy","Ecuador"
"2897","Italy","Egypt"
"2898","Italy","El Salvador"
"2899","Italy","Equatorial Guinea"
"2900","Italy","Eswatini"
"2901","Italy","Ethiopia PDR"
"2902","Italy","Faroe Islands"
"2903","Italy","Fiji"
"2904","Italy","Finland"
"2905","Italy","France"
"2906","Italy","French Polynesia"
"2907","Italy","Gabon"
"2908","Italy","Gambia"
"2909","Italy","Ghana"
"2910","Italy","Gibraltar"
"2911","Italy","Greece"
"2912","Italy","Greenland"
"2913","Italy","Grenada"
"2914","Italy","Guadeloupe"
"2915","Italy","Guatemala"
"2916","Italy","Guinea"
"2917","Italy","Guinea-Bissau"
"2918","Italy","Guyana"
"2919","Italy","Haiti"
"2920","Italy","Holy See"
"2921","Italy","Honduras"
"2922","Italy","Hungary"
"2923","Italy","Iceland"
"2924","Italy","India"
"2925","Italy","Indonesia"
"2926","Italy","Iran (Islamic Republic of)"
"2927","Italy","Iraq"
"2928","Italy","Ireland"
"2929","Italy","Israel"
"2930","Italy","Jamaica"
"2931","Italy","Japan"
"2932","Italy","Jordan"
"2933","Italy","Kenya"
"2934","Italy","Kiribati"
"2935","Italy","Kuwait"
"2936","Italy","Lao People's Democratic Republic"
"2937","Italy","Lebanon"
"2938","Italy","Liberia"
"2939","Italy","Libya"
"2940","Italy","Madagascar"
"2941","Italy","Malawi"
"2942","Italy","Malaysia"
"2943","Italy","Maldives"
"2944","Italy","Mali"
"2945","Italy","Malta"
"2946","Italy","Martinique"
"2947","Italy","Mauritania"
"2948","Italy","Mauritius"
"2949","Italy","Mexico"
"2950","Italy","Mongolia"
"2951","Italy","Morocco"
"2952","Italy","Mozambique"
"2953","Italy","Myanmar"
"2954","Italy","Nepal"
"2955","Italy","Netherlands"
"2956","Italy","Netherlands Antilles (former)"
"2957","Italy","New Caledonia"
"2958","Italy","New Zealand"
"2959","Italy","Nicaragua"
"2960","Italy","Niger"
"2961","Italy","Nigeria"
"2962","Italy","Norway"
"2963","Italy","Oman"
"2964","Italy","Pakistan"
"2965","Italy","Panama"
"2966","Italy","Papua New Guinea"
"2967","Italy","Paraguay"
"2968","Italy","Peru"
"2969","Italy","Philippines"
"2970","Italy","Poland"
"2971","Italy","Portugal"
"2972","Italy","Qatar"
"2973","Italy","Republic of Korea"
"2974","Italy","Réunion"
"2975","Italy","Romania"
"2976","Italy","Rwanda"
"2977","Italy","Saint Lucia"
"2978","Italy","Saint Pierre and Miquelon"
"2979","Italy","Saint Vincent and the Grenadines"
"2980","Italy","Sao Tome and Principe"
"2981","Italy","Saudi Arabia"
"2982","Italy","Senegal"
"2983","Italy","Seychelles"
"2984","Italy","Sierra Leone"
"2985","Italy","Singapore"
"2986","Italy","Solomon Islands"
"2987","Italy","Somalia"
"2988","Italy","South Africa"
"2989","Italy","Spain"
"2990","Italy","Sri Lanka"
"2991","Italy","Sudan (former)"
"2992","Italy","Suriname"
"2993","Italy","Sweden"
"2994","Italy","Switzerland"
"2995","Italy","Syrian Arab Republic"
"2996","Italy","Thailand"
"2997","Italy","Togo"
"2998","Italy","Trinidad and Tobago"
"2999","Italy","Tunisia"
"3000","Italy","Turkey"
"3001","Italy","Turks and Caicos Islands"
"3002","Italy","Uganda"
"3003","Italy","United Arab Emirates"
"3004","Italy","United Kingdom"
"3005","Italy","United Republic of Tanzania"
"3006","Italy","United States of America"
"3007","Italy","United States Virgin Islands"
"3008","Italy","Unspecified Area"
"3009","Italy","Uruguay"
"3010","Italy","USSR"
"3011","Italy","Vanuatu"
"3012","Italy","Venezuela (Bolivarian Republic of)"
"3013","Italy","Viet Nam"
"3014","Italy","Yugoslav SFR"
"3015","Italy","Zambia"
"3016","Italy","Zimbabwe"
"3017","Jamaica","Antigua and Barbuda"
"3018","Jamaica","Australia"
"3019","Jamaica","Austria"
"3020","Jamaica","Bahamas"
"3021","Jamaica","Barbados"
"3022","Jamaica","Belgium-Luxembourg"
"3023","Jamaica","Belize"
"3024","Jamaica","Bermuda"
"3025","Jamaica","Brunei Darussalam"
"3026","Jamaica","Canada"
"3027","Jamaica","Cayman Islands"
"3028","Jamaica","China, Hong Kong SAR"
"3029","Jamaica","Colombia"
"3030","Jamaica","Cuba"
"3031","Jamaica","Denmark"
"3032","Jamaica","Dominica"
"3033","Jamaica","Dominican Republic"
"3034","Jamaica","France"
"3035","Jamaica","French Polynesia"
