reporter,partner,weight,region
Argentina,Ethiopia,1241000.0,Americas
Argentina,Fiji,339000.0,Americas
Argentina,Finland,7533000.0,Americas
Argentina,France,256985000.0,Americas
Argentina,Gabon,2805000.0,Americas
Argentina,Gambia,2739000.0,Americas
Argentina,Georgia,873000.0,Americas
Argentina,Germany,611149000.0,Americas
Argentina,Ghana,20015000.0,Americas
Argentina,Greece,110615000.0,Americas
Argentina,Grenada,285000.0,Americas
Argentina,Guatemala,28514000.0,Americas
Argentina,Guinea,689000.0,Americas
Argentina,Guyana,2267000.0,Americas
Argentina,Honduras,5841000.0,Americas
Argentina,Hungary,1648000.0,Americas
Argentina,Iceland,1134000.0,Americas
Argentina,India,2080037000.0,Americas
Argentina,Indonesia,1216823000.0,Americas
Argentina,Iran (Islamic Republic of),423482000.0,Americas
Argentina,Ireland,227959000.0,Americas
Argentina,Israel,174087000.0,Americas
Argentina,Italy,742355000.0,Americas
Argentina,Jamaica,4165000.0,Americas
Argentina,Japan,225485000.0,Americas
Argentina,Jordan,215806000.0,Americas
Argentina,Kazakhstan,3660000.0,Americas
Argentina,Kenya,19071000.0,Americas
Argentina,Kuwait,20679000.0,Americas
Argentina,Latvia,77287000.0,Americas
Argentina,Lebanon,81906000.0,Americas
Argentina,Libya,67574000.0,Americas
Argentina,Lithuania,38954000.0,Americas
Argentina,Luxembourg,699000.0,Americas
Argentina,Madagascar,13635000.0,Americas
Argentina,Malawi,5162000.0,Americas
Argentina,Malaysia,893979000.0,Americas
Argentina,Maldives,564000.0,Americas
Argentina,Mali,792000.0,Americas
Argentina,Malta,1005000.0,Americas
Argentina,Mauritania,4941000.0,Americas
Argentina,Mauritius,48883000.0,Americas
Argentina,Mexico,127783000.0,Americas
Argentina,Mongolia,714000.0,Americas
Argentina,Montenegro,889000.0,Americas
Argentina,Morocco,361190000.0,Americas
Argentina,Namibia,6333000.0,Americas
Argentina,Nepal,5988000.0,Americas
Argentina,Netherlands,949145000.0,Americas
Argentina,New Zealand,79359000.0,Americas
Argentina,Nicaragua,8454000.0,Americas
Argentina,Niger,4861000.0,Americas
Argentina,Nigeria,29637000.0,Americas
Argentina,Norway,6830000.0,Americas
Argentina,Oman,39298000.0,Americas
Argentina,Pakistan,232697000.0,Americas
Argentina,Panama,29003000.0,Americas
Argentina,Paraguay,231236000.0,Americas
Argentina,Peru,391909000.0,Americas
Argentina,Philippines,347953000.0,Americas
Argentina,Poland,579976000.0,Americas
Argentina,Portugal,93589000.0,Americas
Argentina,Qatar,7349000.0,Americas
Argentina,Republic of Korea,692387000.0,Americas
Argentina,Republic of Moldova,635000.0,Americas
Argentina,Romania,54564000.0,Americas
Argentina,Russian Federation,400888000.0,Americas
Argentina,Rwanda,1478000.0,Americas
Argentina,Saint Kitts and Nevis,65000.0,Americas
Argentina,Saint Lucia,705000.0,Americas
Argentina,Saint Vincent and the Grenadines,130000.0,Americas
Argentina,Saudi Arabia,614769000.0,Americas
Argentina,Senegal,48940000.0,Americas
Argentina,Serbia,11453000.0,Americas
Argentina,Seychelles,346000.0,Americas
Argentina,Sierra Leone,1011000.0,Americas
Argentina,Singapore,17298000.0,Americas
Argentina,Slovakia,617000.0,Americas
Argentina,Slovenia,1446000.0,Americas
Argentina,Solomon Islands,75000.0,Americas
Argentina,South Africa,656433000.0,Americas
Argentina,Spain,836202000.0,Americas
Argentina,Sri Lanka,1271000.0,Americas
Argentina,Suriname,1606000.0,Americas
Argentina,Sweden,17838000.0,Americas
Argentina,Switzerland,32096000.0,Americas
Argentina,Syrian Arab Republic,64906000.0,Americas
Argentina,Thailand,371577000.0,Americas
Argentina,The former Yugoslav Republic of Macedonia,831000.0,Americas
Argentina,Togo,121000.0,Americas
Argentina,Trinidad and Tobago,7378000.0,Americas
Argentina,Tunisia,113783000.0,Americas
Argentina,Turkey,407540000.0,Americas
Argentina,Uganda,9814000.0,Americas
Argentina,Ukraine,24770000.0,Americas
Argentina,United Arab Emirates,195619000.0,Americas
Argentina,United Kingdom,597141000.0,Americas
Argentina,United Republic of Tanzania,13027000.0,Americas
Argentina,United States of America,1108084000.0,Americas
Argentina,Uruguay,315410000.0,Americas
Argentina,Venezuela (Bolivarian Republic of),452551000.0,Americas
Argentina,Yemen,167543000.0,Americas
Armenia,Algeria,108000.0,Asia
Armenia,Australia,28000.0,Asia
Armenia,Austria,39000.0,Asia
Armenia,Belarus,6273000.0,Asia
Armenia,Belgium,280000.0,Asia
Armenia,Brazil,2000.0,Asia
Armenia,Bulgaria,100000.0,Asia
Armenia,Canada,178000.0,Asia
Armenia,"China, Hong Kong SAR",25000.0,Asia
Armenia,"China, mainland",328000.0,Asia
Armenia,Czechia,966000.0,Asia
Armenia,Denmark,245000.0,Asia
Armenia,Estonia,402000.0,Asia
Armenia,France,578000.0,Asia
Armenia,Gambia,14000.0,Asia
Armenia,Georgia,13867000.0,Asia
Armenia,Germany,1378000.0,Asia
Armenia,Greece,170000.0,Asia
Armenia,Hungary,112000.0,Asia
Armenia,Iran (Islamic Republic of),1301000.0,Asia
Armenia,Ireland,10000.0,Asia
Armenia,Israel,462000.0,Asia
Armenia,Italy,827000.0,Asia
Armenia,Japan,258000.0,Asia
Armenia,Kazakhstan,1973000.0,Asia
Armenia,Kuwait,15000.0,Asia
Armenia,Kyrgyzstan,73000.0,Asia
Armenia,Latvia,1238000.0,Asia
Armenia,Lebanon,93000.0,Asia
Armenia,Libya,805000.0,Asia
Armenia,Lithuania,1785000.0,Asia
Armenia,Luxembourg,1081000.0,Asia
Armenia,Malaysia,30000.0,Asia
Armenia,Maldives,6000.0,Asia
Armenia,Mexico,13000.0,Asia
Armenia,Netherlands,453000.0,Asia
Armenia,Pakistan,18000.0,Asia
Armenia,Poland,605000.0,Asia
Armenia,Republic of Korea,334000.0,Asia
Armenia,Republic of Moldova,7000.0,Asia
Armenia,Russian Federation,164107000.0,Asia
Armenia,Singapore,11000.0,Asia
Armenia,Slovakia,51000.0,Asia
Armenia,Spain,7000.0,Asia
Armenia,Sweden,113000.0,Asia
Armenia,Switzerland,198000.0,Asia
Armenia,Syrian Arab Republic,27563000.0,Asia
Armenia,Turkey,526000.0,Asia
Armenia,Ukraine,5348000.0,Asia
Armenia,United Arab Emirates,28016000.0,Asia
Armenia,United Kingdom,50000.0,Asia
Armenia,United States of America,8707000.0,Asia
Aruba,"China, mainland",263000.0,Americas
Aruba,Colombia,22574000.0,Americas
Aruba,Mexico,1146000.0,Americas
Aruba,Netherlands,878000.0,Americas
Aruba,Panama,1951000.0,Americas
Aruba,Paraguay,8000.0,Americas
Aruba,Suriname,1104000.0,Americas
Aruba,United States of America,125000.0,Americas
Aruba,Venezuela (Bolivarian Republic of),10372000.0,Americas
Australia,Afghanistan,659000.0,Oceania
Australia,Albania,1057000.0,Oceania
Australia,Algeria,4611000.0,Oceania
Australia,Antigua and Barbuda,292000.0,Oceania
Australia,Argentina,3872000.0,Oceania
Australia,Austria,447000.0,Oceania
Australia,Azerbaijan,79000.0,Oceania
Australia,Bahamas,2454000.0,Oceania
Australia,Bahrain,67553000.0,Oceania
Australia,Bangladesh,478556000.0,Oceania
Australia,Barbados,754000.0,Oceania
Australia,Belgium,335881000.0,Oceania
Australia,Belize,2000.0,Oceania
Australia,Benin,84000.0,Oceania
Australia,Bermuda,197000.0,Oceania
Australia,Bosnia and Herzegovina,139000.0,Oceania
Australia,Brazil,11408000.0,Oceania
Australia,Brunei Darussalam,22503000.0,Oceania
Australia,Bulgaria,61000.0,Oceania
Australia,Cambodia,23101000.0,Oceania
Australia,Cameroon,155000.0,Oceania
Australia,Canada,337285000.0,Oceania
Australia,Chile,1709000.0,Oceania
Australia,"China, Hong Kong SAR",925703000.0,Oceania
Australia,"China, Macao SAR",6510000.0,Oceania
Australia,"China, mainland",4443422000.0,Oceania
Australia,"China, Taiwan Province of",529035000.0,Oceania
Australia,Colombia,596000.0,Oceania
Australia,Cook Islands,1334000.0,Oceania
Australia,Costa Rica,283000.0,Oceania
Australia,Côte d'Ivoire,522000.0,Oceania
Australia,Croatia,859000.0,Oceania
Australia,Cuba,47000.0,Oceania
Australia,Cyprus,1792000.0,Oceania
Australia,Czechia,181000.0,Oceania
Australia,Democratic Republic of the Congo,157000.0,Oceania
Australia,Denmark,37379000.0,Oceania
Australia,Dominica,176000.0,Oceania
Australia,Ecuador,1876000.0,Oceania
Australia,Egypt,130722000.0,Oceania
Australia,El Salvador,6572000.0,Oceania
Australia,Estonia,299000.0,Oceania
Australia,Eswatini,11000.0,Oceania
Australia,Ethiopia,865000.0,Oceania
Australia,Fiji,87268000.0,Oceania
Australia,Finland,11602000.0,Oceania
Australia,France,135219000.0,Oceania
Australia,French Polynesia,17059000.0,Oceania
Australia,Gabon,958000.0,Oceania
Australia,Georgia,1154000.0,Oceania
Australia,Germany,447428000.0,Oceania
Australia,Ghana,890000.0,Oceania
Australia,Greece,2038000.0,Oceania
Australia,Guatemala,1702000.0,Oceania
Australia,Guinea,51000.0,Oceania
Australia,Guyana,120000.0,Oceania
Australia,Honduras,15000.0,Oceania
Australia,Hungary,86000.0,Oceania
Australia,Iceland,370000.0,Oceania
Australia,India,1175357000.0,Oceania
Australia,Indonesia,2002148000.0,Oceania
Australia,Iran (Islamic Republic of),30346000.0,Oceania
Australia,Ireland,14172000.0,Oceania
Australia,Israel,91552000.0,Oceania
Australia,Italy,162618000.0,Oceania
Australia,Jamaica,9279000.0,Oceania
Australia,Japan,2788569000.0,Oceania
Australia,Jordan,89944000.0,Oceania
Australia,Kazakhstan,1117000.0,Oceania
Australia,Kenya,486000.0,Oceania
Australia,Kiribati,6626000.0,Oceania
Australia,Kuwait,264389000.0,Oceania
Australia,Kyrgyzstan,2000.0,Oceania
Australia,Latvia,2764000.0,Oceania
Australia,Lebanon,19505000.0,Oceania
Australia,Libya,187000.0,Oceania
Australia,Lithuania,899000.0,Oceania
Australia,Luxembourg,904000.0,Oceania
Australia,Madagascar,1089000.0,Oceania
Australia,Malawi,13594000.0,Oceania
Australia,Malaysia,703468000.0,Oceania
Australia,Maldives,9259000.0,Oceania
Australia,Mali,137000.0,Oceania
Australia,Malta,1983000.0,Oceania
Australia,Mauritania,23000.0,Oceania
Australia,Mauritius,56527000.0,Oceania
Australia,Mexico,31442000.0,Oceania
Australia,Mongolia,224000.0,Oceania
Australia,Morocco,6630000.0,Oceania
Australia,Namibia,9000.0,Oceania
Australia,Nepal,30165000.0,Oceania
Australia,Netherlands,239446000.0,Oceania
Australia,New Caledonia,35084000.0,Oceania
Australia,New Zealand,1026933000.0,Oceania
Australia,Niger,35000.0,Oceania
Australia,Nigeria,103321000.0,Oceania
Australia,Norway,6179000.0,Oceania
Australia,Oman,80120000.0,Oceania
Australia,Pakistan,213785000.0,Oceania
Australia,Panama,185000.0,Oceania
Australia,Papua New Guinea,223732000.0,Oceania
Australia,Paraguay,138000.0,Oceania
Australia,Peru,2269000.0,Oceania
Australia,Philippines,498408000.0,Oceania
Australia,Poland,6651000.0,Oceania
Australia,Portugal,2311000.0,Oceania
Australia,Qatar,166261000.0,Oceania
Australia,Republic of Korea,1851788000.0,Oceania
Australia,Romania,835000.0,Oceania
Australia,Russian Federation,44580000.0,Oceania
Australia,Rwanda,1540000.0,Oceania
Australia,Saint Kitts and Nevis,376000.0,Oceania
Australia,Saint Lucia,438000.0,Oceania
Australia,Saudi Arabia,270219000.0,Oceania
Australia,Senegal,623000.0,Oceania
Australia,Serbia,57000.0,Oceania
Australia,Seychelles,2428000.0,Oceania
Australia,Sierra Leone,32000.0,Oceania
Australia,Singapore,878740000.0,Oceania
Australia,Slovakia,2000.0,Oceania
Australia,Slovenia,1378000.0,Oceania
Australia,Solomon Islands,17718000.0,Oceania
Australia,South Africa,70762000.0,Oceania
Australia,Spain,71470000.0,Oceania
Australia,Sri Lanka,99796000.0,Oceania
Australia,Suriname,52000.0,Oceania
Australia,Sweden,20108000.0,Oceania
Australia,Switzerland,68834000.0,Oceania
Australia,Syrian Arab Republic,322000.0,Oceania
Australia,Thailand,479500000.0,Oceania
Australia,The former Yugoslav Republic of Macedonia,55000.0,Oceania
Australia,Togo,32000.0,Oceania
Australia,Tonga,5367000.0,Oceania
Australia,Trinidad and Tobago,12194000.0,Oceania
Australia,Tunisia,5219000.0,Oceania
Australia,Turkey,88123000.0,Oceania
Australia,Uganda,48000.0,Oceania
Australia,Ukraine,522000.0,Oceania
Australia,United Arab Emirates,562765000.0,Oceania
Australia,United Kingdom,465370000.0,Oceania
Australia,United Republic of Tanzania,1064000.0,Oceania
Australia,United States of America,2610726000.0,Oceania
Australia,Uruguay,2621000.0,Oceania
Australia,Vanuatu,16189000.0,Oceania
Australia,Venezuela (Bolivarian Republic of),18000.0,Oceania
Australia,Yemen,188557000.0,Oceania
Australia,Zambia,80000.0,Oceania
Australia,Zimbabwe,189000.0,Oceania
Austria,Afghanistan,5860000.0,Europe
Austria,Albania,19225000.0,Europe
Austria,Algeria,11130000.0,Europe
Austria,Antigua and Barbuda,73000.0,Europe
Austria,Argentina,2892000.0,Europe
Austria,Armenia,2700000.0,Europe
Austria,Aruba,203000.0,Europe
Austria,Australia,156362000.0,Europe
Austria,Azerbaijan,15844000.0,Europe
Austria,Bahamas,521000.0,Europe
Austria,Bahrain,5607000.0,Europe
Austria,Bangladesh,1200000.0,Europe
Austria,Barbados,47000.0,Europe
Austria,Belarus,6768000.0,Europe
Austria,Belgium,193757000.0,Europe
Austria,Belize,3157000.0,Europe
Austria,Benin,1150000.0,Europe
Austria,Bermuda,162000.0,Europe
Austria,Bolivia (Plurinational State of),1775000.0,Europe
Austria,Bosnia and Herzegovina,40044000.0,Europe
Austria,Brazil,38424000.0,Europe
Austria,Brunei Darussalam,210000.0,Europe
Austria,Bulgaria,62094000.0,Europe
Austria,Burkina Faso,280000.0,Europe
Austria,Cabo Verde,149000.0,Europe
Austria,Cambodia,62000.0,Europe
Austria,Cameroon,269000.0,Europe
Austria,Canada,16984000.0,Europe
Austria,Chile,24129000.0,Europe
Austria,"China, Hong Kong SAR",25513000.0,Europe
Austria,"China, mainland",50719000.0,Europe
Austria,"China, Taiwan Province of",9139000.0,Europe
Austria,Colombia,3441000.0,Europe
Austria,Congo,1000000.0,Europe
Austria,Costa Rica,487000.0,Europe
Austria,Côte d'Ivoire,651000.0,Europe
Austria,Croatia,142565000.0,Europe
Austria,Cuba,1242000.0,Europe
Austria,Cyprus,8445000.0,Europe
Austria,Czechia,294297000.0,Europe
Austria,Democratic Republic of the Congo,209000.0,Europe
Austria,Denmark,82714000.0,Europe
Austria,Djibouti,207000.0,Europe
Austria,Ecuador,1153000.0,Europe
Austria,Egypt,18126000.0,Europe
Austria,El Salvador,420000.0,Europe
Austria,Estonia,10152000.0,Europe
Austria,Eswatini,120000.0,Europe
Austria,Ethiopia,636000.0,Europe
Austria,Fiji,22000.0,Europe
Austria,Finland,27485000.0,Europe
Austria,France,312441000.0,Europe
Austria,French Polynesia,146000.0,Europe
Austria,Gabon,1210000.0,Europe
Austria,Gambia,18000.0,Europe
Austria,Georgia,11290000.0,Europe
Austria,Germany,3968944000.0,Europe
Austria,Ghana,1284000.0,Europe
Austria,Greece,70404000.0,Europe
Austria,Grenada,49000.0,Europe
Austria,Guatemala,867000.0,Europe
Austria,Guinea,226000.0,Europe
Austria,Guyana,185000.0,Europe
Austria,Honduras,400000.0,Europe
Austria,Hungary,441448000.0,Europe
Austria,Iceland,1758000.0,Europe
Austria,India,10778000.0,Europe
Austria,Indonesia,3868000.0,Europe
Austria,Iran (Islamic Republic of),11008000.0,Europe
Austria,Ireland,18853000.0,Europe
Austria,Israel,24746000.0,Europe
Austria,Italy,1332442000.0,Europe
Austria,Jamaica,1453000.0,Europe
Austria,Japan,75628000.0,Europe
Austria,Jordan,10176000.0,Europe
Austria,Kazakhstan,11293000.0,Europe
Austria,Kenya,4975000.0,Europe
Austria,Kuwait,24974000.0,Europe
Austria,Kyrgyzstan,1090000.0,Europe
Austria,Latvia,8122000.0,Europe
Austria,Lebanon,10052000.0,Europe
Austria,Libya,29741000.0,Europe
Austria,Lithuania,16659000.0,Europe
Austria,Luxembourg,6740000.0,Europe
Austria,Madagascar,25000.0,Europe
Austria,Malaysia,3412000.0,Europe
Austria,Maldives,4200000.0,Europe
Austria,Mali,290000.0,Europe
Austria,Malta,8517000.0,Europe
Austria,Mauritania,142000.0,Europe
Austria,Mauritius,2263000.0,Europe
Austria,Mexico,2953000.0,Europe
Austria,Mongolia,959000.0,Europe
Austria,Montenegro,12370000.0,Europe
Austria,Morocco,4164000.0,Europe
Austria,Namibia,1307000.0,Europe
Austria,Nepal,831000.0,Europe
Austria,Netherlands,373866000.0,Europe
Austria,New Caledonia,122000.0,Europe
Austria,New Zealand,7360000.0,Europe
Austria,Nicaragua,377000.0,Europe
Austria,Niger,40000.0,Europe
Austria,Nigeria,6752000.0,Europe
Austria,Norway,22422000.0,Europe
Austria,Oman,8645000.0,Europe
Austria,Pakistan,6237000.0,Europe
Austria,Panama,2912000.0,Europe
Austria,Papua New Guinea,105000.0,Europe
Austria,Paraguay,1223000.0,Europe
Austria,Peru,722000.0,Europe
Austria,Philippines,7303000.0,Europe
Austria,Poland,247263000.0,Europe
Austria,Portugal,19682000.0,Europe
Austria,Qatar,14674000.0,Europe
Austria,Republic of Korea,84367000.0,Europe
Austria,Republic of Moldova,6113000.0,Europe
Austria,Romania,134438000.0,Europe
Austria,Russian Federation,153856000.0,Europe
Austria,Saint Kitts and Nevis,72000.0,Europe
Austria,Saint Lucia,47000.0,Europe
Austria,Saudi Arabia,25777000.0,Europe
Austria,Senegal,1926000.0,Europe
Austria,Serbia,61221000.0,Europe
Austria,Seychelles,464000.0,Europe
Austria,Singapore,8252000.0,Europe
Austria,Slovakia,206208000.0,Europe
Austria,Slovenia,321845000.0,Europe
Austria,South Africa,30787000.0,Europe
Austria,Spain,174247000.0,Europe
Austria,Sri Lanka,10199000.0,Europe
Austria,Suriname,199000.0,Europe
Austria,Sweden,124515000.0,Europe
Austria,Switzerland,438191000.0,Europe
Austria,Syrian Arab Republic,275000.0,Europe
Austria,Thailand,4021000.0,Europe
Austria,The former Yugoslav Republic of Macedonia,30939000.0,Europe
Austria,Togo,823000.0,Europe
